State,State Name,Year,Month,Indicator,Data Value,Predicted Value,Percent Complete,Percent Pending Investigation,Footnote
DC,District of Columbia,2015,May,Number of Deaths,5706,,100,0.140203294777427,
DC,District of Columbia,2015,June,Number of Deaths,5678,,100,0.140894681225784,
DC,District of Columbia,2015,July,Number of Deaths,5668,,100,0.141143260409315,
DC,District of Columbia,2015,August,Number of Deaths,5703,,100,0.140277047168157,
DC,District of Columbia,2015,September,Number of Deaths,5683,,100,0.140770719690304,
DC,District of Columbia,2015,October,Number of Deaths,5719,,100,0.157370169610072,
DC,District of Columbia,2015,November,Number of Deaths,5754,,100,0.139033715676051,
DC,District of Columbia,2015,December,Number of Deaths,5706,,100,0.10515247108307,
DC,District of Columbia,2016,January,Number of Deaths,5616,,100,0.106837606837607,
DC,District of Columbia,2016,February,Number of Deaths,5610,,100,0.106951871657754,
DC,District of Columbia,2016,March,Number of Deaths,5620,,100,0.106761565836299,
DC,District of Columbia,2016,April,Number of Deaths,5662,,100,0.070646414694454,
DC,District of Columbia,2016,May,Number of Deaths,5719,,100,0.069942297604476,
DC,District of Columbia,2016,June,Number of Deaths,5731,,100,0.069795847147095,
DC,District of Columbia,2016,July,Number of Deaths,5770,,100,0.069324090121317,
DC,District of Columbia,2016,August,Number of Deaths,5789,,100,0.069096562446018,
DC,District of Columbia,2016,September,Number of Deaths,5869,,100,0.051116033395808,
DC,District of Columbia,2016,October,Number of Deaths,5876,,100,0.017018379850238,
DC,District of Columbia,2016,November,Number of Deaths,5933,,100,0.016854879487612,
DC,District of Columbia,2016,December,Number of Deaths,6055,,100,0,
DC,District of Columbia,2017,January,Number of Deaths,6128,,100,0,* Underreported due to incomplete data
DC,District of Columbia,2017,February,Number of Deaths,6177,,100,0,* Underreported due to incomplete data
DC,District of Columbia,2017,March,Number of Deaths,6227,,100,0,* Underreported due to incomplete data
DC,District of Columbia,2017,April,Number of Deaths,6241,,100,0.032046146450889,* Underreported due to incomplete data
DC,District of Columbia,2017,May,Number of Deaths,6287,,100,0.031811674884683,* Underreported due to incomplete data
DC,District of Columbia,2017,June,Number of Deaths,6328,,100,0.031605562579014,* Underreported due to incomplete data
DC,District of Columbia,2017,July,Number of Deaths,6314,,100,0.031675641431739,* Underreported due to incomplete data
DC,District of Columbia,2017,August,Number of Deaths,6296,,100,0.047649301143583,* Underreported due to incomplete data
DC,District of Columbia,2017,September,Number of Deaths,6302,,100,0.047603935258648,* Underreported due to incomplete data
DC,District of Columbia,2017,October,Number of Deaths,6301,,100,0.047611490239644,* Underreported due to incomplete data
DC,District of Columbia,2017,November,Number of Deaths,6257,,100,0.047946300143839,* Underreported due to incomplete data
DC,District of Columbia,2015,January,Number of Drug Overdose Deaths,113,116,100,0.107353730542136,
DC,District of Columbia,2015,February,Number of Drug Overdose Deaths,113,116,100,0.106534090909091,
DC,District of Columbia,2015,March,Number of Drug Overdose Deaths,115,118,100,0.105189340813464,
DC,District of Columbia,2015,April,Number of Drug Overdose Deaths,113,117,100,0.139372822299652,
DC,District of Columbia,2015,May,Number of Drug Overdose Deaths,118,122,100,0.140203294777427,
DC,District of Columbia,2015,June,Number of Drug Overdose Deaths,119,123,100,0.140894681225784,
DC,District of Columbia,2015,July,Number of Drug Overdose Deaths,114,118,100,0.141143260409315,
DC,District of Columbia,2015,August,Number of Drug Overdose Deaths,115,119,100,0.140277047168157,
DC,District of Columbia,2015,September,Number of Drug Overdose Deaths,122,126,100,0.140770719690304,
DC,District of Columbia,2015,October,Number of Drug Overdose Deaths,126,130,100,0.157370169610072,
DC,District of Columbia,2015,November,Number of Drug Overdose Deaths,135,139,100,0.139033715676051,
DC,District of Columbia,2015,December,Number of Drug Overdose Deaths,144,148,100,0.10515247108307,
DC,District of Columbia,2016,January,Number of Drug Overdose Deaths,146,150,100,0.106837606837607,
DC,District of Columbia,2016,February,Number of Drug Overdose Deaths,146,150,100,0.106951871657754,
DC,District of Columbia,2016,March,Number of Drug Overdose Deaths,161,165,100,0.106761565836299,
DC,District of Columbia,2016,April,Number of Drug Overdose Deaths,174,177,100,0.070646414694454,
DC,District of Columbia,2016,May,Number of Drug Overdose Deaths,198,202,100,0.069942297604476,
DC,District of Columbia,2016,June,Number of Drug Overdose Deaths,208,212,100,0.069795847147095,
DC,District of Columbia,2016,July,Number of Drug Overdose Deaths,219,223,100,0.069324090121317,
DC,District of Columbia,2016,August,Number of Drug Overdose Deaths,239,243,100,0.069096562446018,
DC,District of Columbia,2016,September,Number of Drug Overdose Deaths,247,251,100,0.051116033395808,
DC,District of Columbia,2016,October,Number of Drug Overdose Deaths,259,261,100,0.017018379850238,
DC,District of Columbia,2016,November,Number of Drug Overdose Deaths,289,291,100,0.016854879487612,
DC,District of Columbia,2016,December,Number of Drug Overdose Deaths,300,302,100,0,
DC,District of Columbia,2017,January,Number of Drug Overdose Deaths,326,325,100,0,* Underreported due to incomplete data
DC,District of Columbia,2017,February,Number of Drug Overdose Deaths,343,343,100,0,* Underreported due to incomplete data
DC,District of Columbia,2017,March,Number of Drug Overdose Deaths,358,358,100,0,* Underreported due to incomplete data
DC,District of Columbia,2017,April,Number of Drug Overdose Deaths,375,378,100,0.032046146450889,* Underreported due to incomplete data
DC,District of Columbia,2017,May,Number of Drug Overdose Deaths,380,382,100,0.031811674884683,* Underreported due to incomplete data
DC,District of Columbia,2017,June,Number of Drug Overdose Deaths,384,388,100,0.031605562579014,* Underreported due to incomplete data
DC,District of Columbia,2017,July,Number of Drug Overdose Deaths,383,388,100,0.031675641431739,* Underreported due to incomplete data
DC,District of Columbia,2017,August,Number of Drug Overdose Deaths,377,385,100,0.047649301143583,* Underreported due to incomplete data
DC,District of Columbia,2017,September,Number of Drug Overdose Deaths,380,387,100,0.047603935258648,* Underreported due to incomplete data
DC,District of Columbia,2017,October,Number of Drug Overdose Deaths,371,377,100,0.047611490239644,* Underreported due to incomplete data
DC,District of Columbia,2017,November,Number of Drug Overdose Deaths,345,350,100,0.047946300143839,* Underreported due to incomplete data
DC,District of Columbia,2015,January,"Opioids (T40.0-T40.4,T40.6)",81,83,100,0.107353730542136,
DC,District of Columbia,2015,February,"Opioids (T40.0-T40.4,T40.6)",80,82,100,0.106534090909091,
DC,District of Columbia,2015,March,"Opioids (T40.0-T40.4,T40.6)",80,82,100,0.105189340813464,
DC,District of Columbia,2015,April,"Opioids (T40.0-T40.4,T40.6)",80,83,100,0.139372822299652,
DC,District of Columbia,2015,May,"Opioids (T40.0-T40.4,T40.6)",83,86,100,0.140203294777427,
DC,District of Columbia,2015,June,"Opioids (T40.0-T40.4,T40.6)",83,86,100,0.140894681225784,
DC,District of Columbia,2015,July,"Opioids (T40.0-T40.4,T40.6)",80,83,100,0.141143260409315,
DC,District of Columbia,2015,August,"Opioids (T40.0-T40.4,T40.6)",82,85,100,0.140277047168157,
DC,District of Columbia,2015,September,"Opioids (T40.0-T40.4,T40.6)",92,95,100,0.140770719690304,
DC,District of Columbia,2015,October,"Opioids (T40.0-T40.4,T40.6)",95,99,100,0.157370169610072,
DC,District of Columbia,2015,November,"Opioids (T40.0-T40.4,T40.6)",102,106,100,0.139033715676051,
DC,District of Columbia,2015,December,"Opioids (T40.0-T40.4,T40.6)",112,115,100,0.10515247108307,
DC,District of Columbia,2016,January,"Opioids (T40.0-T40.4,T40.6)",115,118,100,0.106837606837607,
DC,District of Columbia,2016,February,"Opioids (T40.0-T40.4,T40.6)",113,116,100,0.106951871657754,
DC,District of Columbia,2016,March,"Opioids (T40.0-T40.4,T40.6)",124,127,100,0.106761565836299,
DC,District of Columbia,2016,April,"Opioids (T40.0-T40.4,T40.6)",135,138,100,0.070646414694454,
DC,District of Columbia,2016,May,"Opioids (T40.0-T40.4,T40.6)",155,158,100,0.069942297604476,
DC,District of Columbia,2016,June,"Opioids (T40.0-T40.4,T40.6)",163,166,100,0.069795847147095,
DC,District of Columbia,2016,July,"Opioids (T40.0-T40.4,T40.6)",170,173,100,0.069324090121317,
DC,District of Columbia,2016,August,"Opioids (T40.0-T40.4,T40.6)",181,185,100,0.069096562446018,
DC,District of Columbia,2016,September,"Opioids (T40.0-T40.4,T40.6)",187,190,100,0.051116033395808,
DC,District of Columbia,2016,October,"Opioids (T40.0-T40.4,T40.6)",195,197,100,0.017018379850238,
DC,District of Columbia,2016,November,"Opioids (T40.0-T40.4,T40.6)",221,223,100,0.016854879487612,
DC,District of Columbia,2016,December,"Opioids (T40.0-T40.4,T40.6)",230,231,100,0,
DC,District of Columbia,2017,January,"Opioids (T40.0-T40.4,T40.6)",253,252,100,0,* Underreported due to incomplete data
DC,District of Columbia,2017,February,"Opioids (T40.0-T40.4,T40.6)",272,272,100,0,* Underreported due to incomplete data
DC,District of Columbia,2017,March,"Opioids (T40.0-T40.4,T40.6)",287,287,100,0,* Underreported due to incomplete data
DC,District of Columbia,2017,April,"Opioids (T40.0-T40.4,T40.6)",301,303,100,0.032046146450889,* Underreported due to incomplete data
DC,District of Columbia,2017,May,"Opioids (T40.0-T40.4,T40.6)",305,307,100,0.031811674884683,* Underreported due to incomplete data
DC,District of Columbia,2017,June,"Opioids (T40.0-T40.4,T40.6)",306,309,100,0.031605562579014,* Underreported due to incomplete data
DC,District of Columbia,2017,July,"Opioids (T40.0-T40.4,T40.6)",306,311,100,0.031675641431739,* Underreported due to incomplete data
DC,District of Columbia,2017,August,"Opioids (T40.0-T40.4,T40.6)",304,310,100,0.047649301143583,* Underreported due to incomplete data
DC,District of Columbia,2017,September,"Opioids (T40.0-T40.4,T40.6)",299,305,100,0.047603935258648,* Underreported due to incomplete data
DC,District of Columbia,2017,October,"Opioids (T40.0-T40.4,T40.6)",291,296,100,0.047611490239644,* Underreported due to incomplete data
DC,District of Columbia,2017,November,"Opioids (T40.0-T40.4,T40.6)",268,272,100,0.047946300143839,* Underreported due to incomplete data
DC,District of Columbia,2015,January,Percent with drugs specified,99.1150442477876,,100,0.107353730542136,
DC,District of Columbia,2015,February,Percent with drugs specified,100,,100,0.106534090909091,
DC,District of Columbia,2015,March,Percent with drugs specified,100,,100,0.105189340813464,
DC,District of Columbia,2015,April,Percent with drugs specified,100,,100,0.139372822299652,
DC,District of Columbia,2015,May,Percent with drugs specified,100,,100,0.140203294777427,
DC,District of Columbia,2015,June,Percent with drugs specified,100,,100,0.140894681225784,
DC,District of Columbia,2015,July,Percent with drugs specified,100,,100,0.141143260409315,
DC,District of Columbia,2015,August,Percent with drugs specified,100,,100,0.140277047168157,
DC,District of Columbia,2015,September,Percent with drugs specified,100,,100,0.140770719690304,
DC,District of Columbia,2015,October,Percent with drugs specified,100,,100,0.157370169610072,
DC,District of Columbia,2015,November,Percent with drugs specified,100,,100,0.139033715676051,
DC,District of Columbia,2015,December,Percent with drugs specified,100,,100,0.10515247108307,
DC,District of Columbia,2016,January,Percent with drugs specified,100,,100,0.106837606837607,
DC,District of Columbia,2016,February,Percent with drugs specified,100,,100,0.106951871657754,
DC,District of Columbia,2016,March,Percent with drugs specified,100,,100,0.106761565836299,
DC,District of Columbia,2016,April,Percent with drugs specified,99.4252873563218,,100,0.070646414694454,
DC,District of Columbia,2016,May,Percent with drugs specified,99.4949494949495,,100,0.069942297604476,
DC,District of Columbia,2016,June,Percent with drugs specified,99.0384615384615,,100,0.069795847147095,
DC,District of Columbia,2016,July,Percent with drugs specified,99.0867579908676,,100,0.069324090121317,
DC,District of Columbia,2016,August,Percent with drugs specified,99.163179916318,,100,0.069096562446018,
DC,District of Columbia,2016,September,Percent with drugs specified,99.1902834008097,,100,0.051116033395808,
DC,District of Columbia,2016,October,Percent with drugs specified,99.2277992277992,,100,0.017018379850238,
DC,District of Columbia,2016,November,Percent with drugs specified,99.3079584775086,,100,0.016854879487612,
DC,District of Columbia,2016,December,Percent with drugs specified,99.3333333333333,,100,0,
DC,District of Columbia,2017,January,Percent with drugs specified,99.3865030674847,,100,0,* Underreported due to incomplete data
DC,District of Columbia,2017,February,Percent with drugs specified,99.4169096209913,,100,0,* Underreported due to incomplete data
DC,District of Columbia,2017,March,Percent with drugs specified,99.4413407821229,,100,0,* Underreported due to incomplete data
DC,District of Columbia,2017,April,Percent with drugs specified,99.4666666666667,,100,0.032046146450889,* Underreported due to incomplete data
DC,District of Columbia,2017,May,Percent with drugs specified,99.4736842105263,,100,0.031811674884683,* Underreported due to incomplete data
DC,District of Columbia,2017,June,Percent with drugs specified,99.7395833333333,,100,0.031605562579014,* Underreported due to incomplete data
DC,District of Columbia,2017,July,Percent with drugs specified,99.2167101827676,,100,0.031675641431739,* Underreported due to incomplete data
DC,District of Columbia,2017,August,Percent with drugs specified,99.2042440318302,,100,0.047649301143583,* Underreported due to incomplete data
DC,District of Columbia,2017,September,Percent with drugs specified,98.9473684210526,,100,0.047603935258648,* Underreported due to incomplete data
DC,District of Columbia,2017,October,Percent with drugs specified,98.921832884097,,100,0.047611490239644,* Underreported due to incomplete data
DC,District of Columbia,2017,November,Percent with drugs specified,98.8405797101449,,100,0.047946300143839,* Underreported due to incomplete data
DC,District of Columbia,2015,January,Psychostimulants with abuse potential (T43.6),3,4,100,0.107353730542136,
DC,District of Columbia,2015,February,Psychostimulants with abuse potential (T43.6),3,4,100,0.106534090909091,
DC,District of Columbia,2015,March,Psychostimulants with abuse potential (T43.6),3,4,100,0.105189340813464,
DC,District of Columbia,2015,April,Psychostimulants with abuse potential (T43.6),3,4,100,0.139372822299652,
DC,District of Columbia,2015,May,Psychostimulants with abuse potential (T43.6),3,4,100,0.140203294777427,
DC,District of Columbia,2015,June,Psychostimulants with abuse potential (T43.6),5,6,100,0.140894681225784,
DC,District of Columbia,2015,July,Psychostimulants with abuse potential (T43.6),4,5,100,0.141143260409315,
DC,District of Columbia,2015,August,Psychostimulants with abuse potential (T43.6),5,6,100,0.140277047168157,
DC,District of Columbia,2015,September,Psychostimulants with abuse potential (T43.6),5,6,100,0.140770719690304,
DC,District of Columbia,2015,October,Psychostimulants with abuse potential (T43.6),5,6,100,0.157370169610072,
DC,District of Columbia,2015,November,Psychostimulants with abuse potential (T43.6),5,6,100,0.139033715676051,
DC,District of Columbia,2015,December,Psychostimulants with abuse potential (T43.6),5,6,100,0.10515247108307,
DC,District of Columbia,2016,January,Psychostimulants with abuse potential (T43.6),5,6,100,0.106837606837607,
DC,District of Columbia,2016,February,Psychostimulants with abuse potential (T43.6),5,6,100,0.106951871657754,
DC,District of Columbia,2016,March,Psychostimulants with abuse potential (T43.6),5,6,100,0.106761565836299,
DC,District of Columbia,2016,April,Psychostimulants with abuse potential (T43.6),5,6,100,0.070646414694454,
DC,District of Columbia,2016,May,Psychostimulants with abuse potential (T43.6),5,6,100,0.069942297604476,
DC,District of Columbia,2016,June,Psychostimulants with abuse potential (T43.6),3,4,100,0.069795847147095,
DC,District of Columbia,2016,July,Psychostimulants with abuse potential (T43.6),3,4,100,0.069324090121317,
DC,District of Columbia,2016,August,Psychostimulants with abuse potential (T43.6),2,3,100,0.069096562446018,
DC,District of Columbia,2016,September,Psychostimulants with abuse potential (T43.6),3,4,100,0.051116033395808,
DC,District of Columbia,2016,October,Psychostimulants with abuse potential (T43.6),4,5,100,0.017018379850238,
DC,District of Columbia,2016,November,Psychostimulants with abuse potential (T43.6),5,6,100,0.016854879487612,
DC,District of Columbia,2016,December,Psychostimulants with abuse potential (T43.6),5,6,100,0,
DC,District of Columbia,2017,January,Psychostimulants with abuse potential (T43.6),6,7,100,0,* Underreported due to incomplete data
DC,District of Columbia,2017,February,Psychostimulants with abuse potential (T43.6),7,8,100,0,* Underreported due to incomplete data
DC,District of Columbia,2017,March,Psychostimulants with abuse potential (T43.6),7,8,100,0,* Underreported due to incomplete data
DC,District of Columbia,2017,April,Psychostimulants with abuse potential (T43.6),10,11,100,0.032046146450889,* Underreported due to incomplete data
DC,District of Columbia,2017,May,Psychostimulants with abuse potential (T43.6),12,13,100,0.031811674884683,* Underreported due to incomplete data
DC,District of Columbia,2017,June,Psychostimulants with abuse potential (T43.6),13,14,100,0.031605562579014,* Underreported due to incomplete data
DC,District of Columbia,2017,July,Psychostimulants with abuse potential (T43.6),13,14,100,0.031675641431739,* Underreported due to incomplete data
DC,District of Columbia,2017,August,Psychostimulants with abuse potential (T43.6),12,13,100,0.047649301143583,* Underreported due to incomplete data
DC,District of Columbia,2017,September,Psychostimulants with abuse potential (T43.6),12,13,100,0.047603935258648,* Underreported due to incomplete data
DC,District of Columbia,2017,October,Psychostimulants with abuse potential (T43.6),14,15,100,0.047611490239644,* Underreported due to incomplete data
DC,District of Columbia,2017,November,Psychostimulants with abuse potential (T43.6),14,15,100,0.047946300143839,* Underreported due to incomplete data
DC,District of Columbia,2015,January,"Synthetic opioids, excl. methadone (T40.4)",15,16,100,0.107353730542136,
DC,District of Columbia,2015,February,"Synthetic opioids, excl. methadone (T40.4)",17,18,100,0.106534090909091,
DC,District of Columbia,2015,March,"Synthetic opioids, excl. methadone (T40.4)",20,21,100,0.105189340813464,
DC,District of Columbia,2015,April,"Synthetic opioids, excl. methadone (T40.4)",20,21,100,0.139372822299652,
DC,District of Columbia,2015,May,"Synthetic opioids, excl. methadone (T40.4)",23,24,100,0.140203294777427,
DC,District of Columbia,2015,June,"Synthetic opioids, excl. methadone (T40.4)",19,20,100,0.140894681225784,
DC,District of Columbia,2015,July,"Synthetic opioids, excl. methadone (T40.4)",17,18,100,0.141143260409315,
DC,District of Columbia,2015,August,"Synthetic opioids, excl. methadone (T40.4)",17,18,100,0.140277047168157,
DC,District of Columbia,2015,September,"Synthetic opioids, excl. methadone (T40.4)",20,21,100,0.140770719690304,
DC,District of Columbia,2015,October,"Synthetic opioids, excl. methadone (T40.4)",18,19,100,0.157370169610072,
DC,District of Columbia,2015,November,"Synthetic opioids, excl. methadone (T40.4)",24,25,100,0.139033715676051,
DC,District of Columbia,2015,December,"Synthetic opioids, excl. methadone (T40.4)",28,29,100,0.10515247108307,
DC,District of Columbia,2016,January,"Synthetic opioids, excl. methadone (T40.4)",32,33,100,0.106837606837607,
DC,District of Columbia,2016,February,"Synthetic opioids, excl. methadone (T40.4)",31,32,100,0.106951871657754,
DC,District of Columbia,2016,March,"Synthetic opioids, excl. methadone (T40.4)",39,41,100,0.106761565836299,
DC,District of Columbia,2016,April,"Synthetic opioids, excl. methadone (T40.4)",50,52,100,0.070646414694454,
DC,District of Columbia,2016,May,"Synthetic opioids, excl. methadone (T40.4)",66,68,100,0.069942297604476,
DC,District of Columbia,2016,June,"Synthetic opioids, excl. methadone (T40.4)",76,78,100,0.069795847147095,
DC,District of Columbia,2016,July,"Synthetic opioids, excl. methadone (T40.4)",86,88,100,0.069324090121317,
DC,District of Columbia,2016,August,"Synthetic opioids, excl. methadone (T40.4)",96,99,100,0.069096562446018,
DC,District of Columbia,2016,September,"Synthetic opioids, excl. methadone (T40.4)",104,106,100,0.051116033395808,
DC,District of Columbia,2016,October,"Synthetic opioids, excl. methadone (T40.4)",118,120,100,0.017018379850238,
DC,District of Columbia,2016,November,"Synthetic opioids, excl. methadone (T40.4)",140,142,100,0.016854879487612,
DC,District of Columbia,2016,December,"Synthetic opioids, excl. methadone (T40.4)",147,149,100,0,
DC,District of Columbia,2017,January,"Synthetic opioids, excl. methadone (T40.4)",159,159,100,0,* Underreported due to incomplete data
DC,District of Columbia,2017,February,"Synthetic opioids, excl. methadone (T40.4)",176,176,100,0,* Underreported due to incomplete data
DC,District of Columbia,2017,March,"Synthetic opioids, excl. methadone (T40.4)",192,193,100,0,* Underreported due to incomplete data
DC,District of Columbia,2017,April,"Synthetic opioids, excl. methadone (T40.4)",205,208,100,0.032046146450889,* Underreported due to incomplete data
DC,District of Columbia,2017,May,"Synthetic opioids, excl. methadone (T40.4)",211,215,100,0.031811674884683,* Underreported due to incomplete data
DC,District of Columbia,2017,June,"Synthetic opioids, excl. methadone (T40.4)",216,221,100,0.031605562579014,* Underreported due to incomplete data
DC,District of Columbia,2017,July,"Synthetic opioids, excl. methadone (T40.4)",217,223,100,0.031675641431739,* Underreported due to incomplete data
DC,District of Columbia,2017,August,"Synthetic opioids, excl. methadone (T40.4)",222,228,100,0.047649301143583,* Underreported due to incomplete data
DC,District of Columbia,2017,September,"Synthetic opioids, excl. methadone (T40.4)",219,225,100,0.047603935258648,* Underreported due to incomplete data
DC,District of Columbia,2017,October,"Synthetic opioids, excl. methadone (T40.4)",213,218,100,0.047611490239644,* Underreported due to incomplete data
DC,District of Columbia,2017,November,"Synthetic opioids, excl. methadone (T40.4)",195,199,100,0.047946300143839,* Underreported due to incomplete data
DE,Delaware,2015,January,Number of Deaths,8485,,100,0,
DE,Delaware,2015,February,Number of Deaths,8561,,100,0,
DE,Delaware,2015,March,Number of Deaths,8551,,100,0,
DE,Delaware,2015,April,Number of Deaths,8580,,100,0,
DE,Delaware,2015,May,Number of Deaths,8583,,100,0,
DE,Delaware,2015,June,Number of Deaths,8577,,100,0,
DE,Delaware,2015,July,Number of Deaths,8642,,100,0,
DE,Delaware,2015,August,Number of Deaths,8648,,100,0,
DE,Delaware,2015,September,Number of Deaths,8686,,100,0,
DE,Delaware,2015,October,Number of Deaths,8661,,100,0,
DE,Delaware,2015,November,Number of Deaths,8666,,100,0,
DE,Delaware,2015,December,Number of Deaths,8591,,100,0,
DE,Delaware,2016,January,Number of Deaths,8485,,100,0,
DE,Delaware,2016,February,Number of Deaths,8473,,100,0,
DE,Delaware,2016,March,Number of Deaths,8555,,100,0,
DE,Delaware,2016,April,Number of Deaths,8530,,100,0,
DE,Delaware,2016,May,Number of Deaths,8553,,100,0,
DE,Delaware,2016,June,Number of Deaths,8571,,100,0,
DE,Delaware,2016,July,Number of Deaths,8609,,100,0,
DE,Delaware,2016,August,Number of Deaths,8666,,100,0,
DE,Delaware,2016,September,Number of Deaths,8740,,100,0,
DE,Delaware,2016,October,Number of Deaths,8809,,100,0,
DE,Delaware,2016,November,Number of Deaths,8889,,100,0,
DE,Delaware,2016,December,Number of Deaths,8980,,100,0,
DE,Delaware,2017,January,Number of Deaths,9058,,100,0,* Underreported due to incomplete data
DE,Delaware,2017,February,Number of Deaths,9085,,100,0,* Underreported due to incomplete data
DE,Delaware,2017,March,Number of Deaths,9099,,100,0,* Underreported due to incomplete data
DE,Delaware,2017,April,Number of Deaths,9150,,100,0,* Underreported due to incomplete data
DE,Delaware,2017,May,Number of Deaths,9119,,100,0,* Underreported due to incomplete data
DE,Delaware,2017,June,Number of Deaths,9098,,100,0,* Underreported due to incomplete data
DE,Delaware,2017,July,Number of Deaths,9111,,100,0,* Underreported due to incomplete data
FL,Florida,2015,January,Number of Deaths,189170,,100,0.03488925305281,
DE,Delaware,2017,August,Number of Deaths,9092,,100,0,* Underreported due to incomplete data
DE,Delaware,2017,September,Number of Deaths,9050,,100,0.011049723756906,* Underreported due to incomplete data
DE,Delaware,2017,October,Number of Deaths,9022,,100,0.011084016847706,* Underreported due to incomplete data
DE,Delaware,2017,November,Number of Deaths,9053,,100,0.011046062078869,* Underreported due to incomplete data
DE,Delaware,2015,January,Number of Drug Overdose Deaths,210,211,100,0,
DE,Delaware,2015,February,Number of Drug Overdose Deaths,208,209,100,0,
DE,Delaware,2015,March,Number of Drug Overdose Deaths,208,209,100,0,
DE,Delaware,2015,April,Number of Drug Overdose Deaths,200,201,100,0,
DE,Delaware,2015,May,Number of Drug Overdose Deaths,195,196,100,0,
DE,Delaware,2015,June,Number of Drug Overdose Deaths,199,200,100,0,
DE,Delaware,2015,July,Number of Drug Overdose Deaths,202,203,100,0,
DE,Delaware,2015,August,Number of Drug Overdose Deaths,192,193,100,0,
DE,Delaware,2015,September,Number of Drug Overdose Deaths,201,202,100,0,
DE,Delaware,2015,October,Number of Drug Overdose Deaths,187,188,100,0,
DE,Delaware,2015,November,Number of Drug Overdose Deaths,194,195,100,0,
DE,Delaware,2015,December,Number of Drug Overdose Deaths,195,196,100,0,
DE,Delaware,2016,January,Number of Drug Overdose Deaths,181,182,100,0,
DE,Delaware,2016,February,Number of Drug Overdose Deaths,189,190,100,0,
DE,Delaware,2016,March,Number of Drug Overdose Deaths,188,189,100,0,
DE,Delaware,2016,April,Number of Drug Overdose Deaths,199,200,100,0,
DE,Delaware,2016,May,Number of Drug Overdose Deaths,216,217,100,0,
DE,Delaware,2016,June,Number of Drug Overdose Deaths,221,222,100,0,
DE,Delaware,2016,July,Number of Drug Overdose Deaths,233,234,100,0,
DE,Delaware,2016,August,Number of Drug Overdose Deaths,245,246,100,0,
DE,Delaware,2016,September,Number of Drug Overdose Deaths,245,246,100,0,
DE,Delaware,2016,October,Number of Drug Overdose Deaths,254,255,100,0,
DE,Delaware,2016,November,Number of Drug Overdose Deaths,268,269,100,0,
DE,Delaware,2016,December,Number of Drug Overdose Deaths,285,286,100,0,
DE,Delaware,2017,January,Number of Drug Overdose Deaths,310,309,100,0,* Underreported due to incomplete data
DE,Delaware,2017,February,Number of Drug Overdose Deaths,309,309,100,0,* Underreported due to incomplete data
DE,Delaware,2017,March,Number of Drug Overdose Deaths,312,312,100,0,* Underreported due to incomplete data
DE,Delaware,2017,April,Number of Drug Overdose Deaths,313,313,100,0,* Underreported due to incomplete data
DE,Delaware,2017,May,Number of Drug Overdose Deaths,310,310,100,0,* Underreported due to incomplete data
DE,Delaware,2017,June,Number of Drug Overdose Deaths,313,315,100,0,* Underreported due to incomplete data
DE,Delaware,2017,July,Number of Drug Overdose Deaths,320,322,100,0,* Underreported due to incomplete data
DE,Delaware,2017,August,Number of Drug Overdose Deaths,326,330,100,0,* Underreported due to incomplete data
DE,Delaware,2017,September,Number of Drug Overdose Deaths,329,333,100,0.011049723756906,* Underreported due to incomplete data
DE,Delaware,2017,October,Number of Drug Overdose Deaths,338,342,100,0.011084016847706,* Underreported due to incomplete data
DE,Delaware,2017,November,Number of Drug Overdose Deaths,345,348,100,0.011046062078869,* Underreported due to incomplete data
FL,Florida,2015,February,Number of Deaths,190591,,100,0.034104443546652,
FL,Florida,2015,March,Number of Deaths,191745,,100,0.033377663042061,
FL,Florida,2015,April,Number of Deaths,192268,,100,0.032246655709738,
FL,Florida,2015,May,Number of Deaths,193067,,100,0.033149114038132,
FL,Florida,2015,June,Number of Deaths,193387,,100,0.031542968245022,
FL,Florida,2015,July,Number of Deaths,193875,,100,0.031463571889104,
FL,Florida,2015,August,Number of Deaths,194364,,100,0.028811919902863,
FL,Florida,2015,September,Number of Deaths,195097,,100,0.027678539393225,
FL,Florida,2015,October,Number of Deaths,195599,,100,0.030163753393422,
FL,Florida,2015,November,Number of Deaths,195311,,100,0.032768251660173,
FL,Florida,2015,December,Number of Deaths,194297,,100,0.036541994987056,
FL,Florida,2016,January,Number of Deaths,193810,,100,0.037665755120995,
FL,Florida,2016,February,Number of Deaths,194386,,100,0.038068585186176,
FL,Florida,2016,March,Number of Deaths,195215,,100,0.038931434572138,
FL,Florida,2016,April,Number of Deaths,195883,,100,0.040840705931602,
FL,Florida,2016,May,Number of Deaths,196050,,100,0.042336138740117,
FL,Florida,2016,June,Number of Deaths,196273,,100,0.04534500415238,
FL,Florida,2016,July,Number of Deaths,196733,,100,0.04727219124397,
FL,Florida,2016,August,Number of Deaths,197300,,100,0.051697921946275,
FL,Florida,2016,September,Number of Deaths,197602,,100,0.052631046244471,
FL,Florida,2016,October,Number of Deaths,198220,,100,0.054989405710826,
FL,Florida,2016,November,Number of Deaths,199256,,100,0.054703497008873,
FL,Florida,2016,December,Number of Deaths,199964,,100,0.047008461523074,
FL,Florida,2017,January,Number of Deaths,200885,,100,0.046792941235035,* Underreported due to incomplete data
FL,Florida,2017,February,Number of Deaths,200710,,100,0.046335508943252,* Underreported due to incomplete data
FL,Florida,2017,March,Number of Deaths,200882,,100,0.045300226003325,* Underreported due to incomplete data
